dialect,divergence_score,wer_percentage,cer_percentage,lexical_diff_ratio,char_edit_distance,dialect_text,standard_text,word_diffs,source_file
D4,92.3,112.5,45.16,112.5,6,पाच एच.पी च्या मोटारीवर किती तुषार सिंचनाच्या किती चिमन्या लावा लागन ?,पाच एचपीच्या ट्रॅक्टरवर किती सिंचनाच्या चिमण्या लावल्या लागतील?,[INS: एच पी] [च्या मोटारीवर → एचपीच्या ट्रॅक्टरवर] [INS: तुषार] [INS: किती] [चिमन्या लावा लागन → चिमण्या लावल्या लागतील],d4.csv
D1,92.14,100.0,73.81,100.0,19,कर्ज दिणारी ही संस्था किवा बँक किवा लेंडर ती इस्वासाची आसा मा ?,ही कर्ज देणारी संस्था बँक की लेंडर असते का?,[कर्ज दिणारी ही → ही कर्ज देणारी] [INS: किवा] [किवा → की] [INS: ती इस्वासाची] [आसा मा → असते का],d1.csv
D4,92.13,114.29,40.43,114.29,8,एक एकरमंदी रोगर च प्रमान कस वापरा लागते ?,एका एकारमंदी रोगासाठी किती प्रमाणात वापरला जातो?,[INS: एक] [एकरमंदी रोगर च प्रमान कस वापरा लागते → एका एकारमंदी रोगासाठी किती प्रमाणात वापरला जातो],d4.csv
D4,92.11,120.0,27.03,120.0,3,कोनच्या कोंबडीचं आंडे मायासाठी बेस राहीन ?,कोणाच्या कोंबडीचे अंडे मायेसाठी राहील?,[INS: कोनच्या] [कोंबडीचं आंडे मायासाठी बेस राहीन → कोणाच्या कोंबडीचे अंडे मायेसाठी राहील],d4.csv
D1,92.04,100.0,73.47,100.0,18,तांदलतली खयची जात कोकणात पिकवतत ?,कोकणात तांदूळ पिकवले जातात आणि ते खाल्ले जातात का?,[तांदलतली खयची जात कोकणात पिकवतत → कोकणात तांदूळ पिकवले जातात आणि] [DEL: ते खाल्ले जातात का],d1.csv
D1,91.92,100.0,73.08,100.0,2,उसाच्या शेतीक पाणी मोप लागता,ऊसशेतीमध्ये पाणी वाया जाते,[INS: उसाच्या] [शेतीक → ऊसशेतीमध्ये] [मोप लागता → वाया जाते],d1.csv
D1,91.89,120.0,26.32,120.0,4,बाजारातलो चढ उतार आकड्यांवरसून दिसानं येतत,बाजारातचे चढउतार आकड्यांवरून दिसत आहेत,[INS: बाजारातलो] [चढ उतार आकड्यांवरसून दिसानं येतत → बाजारातचे चढउतार आकड्यांवरून दिसत आहेत],d1.csv
D4,91.89,100.0,72.97,100.0,1,आलूले बाजारामंदी काय भाव भेटून रायला ?,बाजारामंदीमुळे बटाट्याचे भाव काय आहेत?,[INS: आलूले] [बाजारामंदी काय → बाजारामंदीमुळे बटाट्याचे] [भेटून रायला → काय आहेत],d4.csv
D4,91.75,100.0,72.5,100.0,14,मोसंबीवर येलो मोसॅक वायरस कोन्या गोष्टीच्या कमीनं होते ?,मोसंबीवर पीला मोसंबीचा व्हायरस कायम होते ?,[INS: येलो मोसॅक] [वायरस कोन्या गोष्टीच्या कमीनं → पीला मोसंबीचा व्हायरस कायम],d4.csv
D1,91.72,100.0,72.41,100.0,8,आम्ही खयची खयची पीका पावसात लावक शकतु ?,आम्ही पावसात पीक लावू शकतो का?,[INS: खयची] [खयची पीका पावसात लावक शकतु → पावसात पीक लावू शकतो का],d1.csv
D4,91.56,100.0,71.88,100.0,2,हाय म्हाले पोरगा काय काय कागदपत्रे द्या लागन बँकेतून पीक कर्जासाठी?,मला मुलाला बँकेतून पीक कर्जासाठी काय काय कागदपत्रे द्यावी लागतील?,[हाय म्हाले पोरगा → मला मुलाला बँकेतून] [DEL: पीक कर्जासाठी] [INS: द्या लागन बँकेतून] [पीक कर्जासाठी → द्यावी लागतील],d4_aug.csv
D4,91.43,100.0,71.43,100.0,10,तन कापनीले किती व्होल्टचं बॅटरी यंत्र वापरतात ?,ते बॅटरी यंत्र किती व्होल्ट वापरतात?,[INS: तन कापनीले किती] [व्होल्टचं → ते] [DEL: किती व्होल्ट],d4.csv
D4,91.32,100.0,71.05,100.0,0,दुभते जनावरं मिळाले कोनकोनचे कागद लागन ?,दुभत्या लोकांना सर्वत्र कागद लागतील का?,[INS: दुभते] [जनावरं मिळाले कोनकोनचे → दुभत्या लोकांना सर्वत्र] [लागन → लागतील] [DEL: का],d4.csv
D1,91.18,100.0,70.59,100.0,4,सलगमच्या भाजीयेत विटामिन ए वांगडान खनिज तत्त्व पण मिळतत,सलगम भाज्यांमध्ये जीवनसत्व ए आणि खनिजे देखील मिळतात.,[सलगमच्या भाजीयेत विटामिन → सलगम भाज्यांमध्ये जीवनसत्व] [INS: वांगडान] [खनिज तत्त्व पण मिळतत → आणि खनिजे देखील मिळतात],d1.csv
D1,91.18,100.0,70.59,100.0,5,कर प्रतिरोध मध्ये सरकारच्या विरोधामुळे कर भरतत,सरकारच्या विरोधात कर प्रतिरोधामध्ये कर भरले जात आहे,[INS: कर] [प्रतिरोध मध्ये सरकारच्या विरोधामुळे → सरकारच्या विरोधात कर प्रतिरोधामध्ये] [भरतत → भरले] [DEL: जात आहे],d1.csv
D1,91.18,100.0,70.59,100.0,6,खता पिकाक बराबर आसत काय ?,पिकाक किती आहे का?,[INS: खता] [बराबर आसत काय → किती आहे का],d1.csv
D4,91.11,100.0,70.37,100.0,5,सामाजिक योजना मले कसा पायता येईन ?,मला सामाजिक योजना कशी मिळेल?,[DEL: मला] [INS: मले कसा] [पायता येईन → कशी मिळेल],d4.csv
D1,91.0,116.67,31.11,116.67,10,आर.बी.आय भारत सरकारच्यो वित्त मंत्रालयाचा मालकीखाली असा,आरबीआय भारत सरकारच्या वित्त मंत्रालयाखाली आहे.,[INS: आर बी] [आय → आरबीआय] [सरकारच्यो → सरकारच्या] [INS: मंत्रालयाचा] [मालकीखाली असा → मंत्रालयाखाली आहे],d1.csv
D1,91.0,100.0,70.0,100.0,5,कुठल्या कामाक प्रोत्साहन देऊक राजकीय मदत करतत,कोणत्या कामांना राजकीय मदतीने प्रोत्साहन दिले जाते?,[कुठल्या कामाक प्रोत्साहन देऊक राजकीय मदत करतत → कोणत्या कामांना राजकीय मदतीने प्रोत्साहन दिले जाते],d1.csv
D1,91.0,100.0,70.0,100.0,0,ऊसाक खयली माती व्हयी ?,उगवलेली माती काय आहे?,[INS: ऊसाक] [खयली → उगवलेली] [व्हयी → काय] [DEL: आहे],d1.csv
D1,90.94,111.11,43.86,111.11,3,कमोडिटी मनी ह्यो असो पैसो असा ज्याचा मू्ल्य कमोडिटीतसून येता,कमोडिटीचे पैसे हे तेच आहेत ज्यांचे मूल्य कमोडिटीमधून येते,[INS: कमोडिटी] [मनी ह्यो असो पैसो असा ज्याचा मू्ल्य कमोडिटीतसून येता → कमोडिटीचे पैसे हे तेच आहेत ज्यांचे मूल्य कमोडिटीमधून येते],d1.csv
D4,90.91,100.0,69.7,100.0,9,हर मईन्याले किस्त कटन का ?,प्रत्येक महिन्यात काय कापले जातात?,[हर मईन्याले किस्त कटन का → प्रत्येक महिन्यात काय कापले जातात],d4.csv
D1,90.87,100.0,69.57,100.0,8,माझ्या चेडवा खय कुठे गेल्या आसा?,माझी मुली कुठे गेली आहे?,[INS: माझ्या] [चेडवा खय → माझी मुली] [गेल्या आसा → गेली आहे],d1_aug.csv
D4,90.58,108.33,49.15,108.33,7,मले कृषी कर्ज भेटन यासाठी म्या पात्र हाय की नाय मले कस तपासता येईन ?,"मला कृषी कर्जासाठी पात्रता आहे की नाही, मी ते कसे तपासू शकेन?",[मले → मला] [INS: कर्ज भेटन यासाठी] [म्या पात्र हाय → कर्जासाठी पात्रता आहे] [नाय मले कस तपासता येईन → नाही मी ते कसे तपासू] [DEL: शकेन],d4.csv
D1,90.53,100.0,68.42,100.0,4,लोकांका कर्ज तारणावर मूळ भरपाई करूची लागता,कर्जाचे मूळ भरपाई तारणावर करायची लागते.,[INS: लोकांका कर्ज] [तारणावर → कर्जाचे] [करूची लागता → तारणावर करायची] [DEL: लागते],d1.csv
D1,90.49,120.0,21.62,120.0,1,के.वाय.सी करताना काय कागदपत्रा लागतत ?,केवायसी करताना कोणते कागदपत्रे लागतात?,[INS: के वाय] [सी → केवायसी] [काय कागदपत्रा लागतत → कोणते कागदपत्रे लागतात],d1.csv
D1,90.4,100.0,68.0,100.0,1,शेंगे लाल मातीयेत येतत काय ?,लाल मातीमध्ये काय येत आहे?,[INS: शेंगे] [INS: मातीयेत] [येतत → मातीमध्ये] [DEL: येत आहे],d1.csv
D1,90.38,100.0,67.92,100.0,5,हया वर्सात खइच्या पिकाक जास्त दर किंवा मागणी आसा ?,या काळात पिकांच्या दरात किंवा मागणीत जास्त फरक आहे का?,[हया वर्सात खइच्या पिकाक जास्त दर किंवा मागणी आसा → या काळात पिकांच्या दरात किंवा मागणीत जास्त फरक आहे] [DEL: का],d1.csv
D1,90.32,100.0,67.74,100.0,12,मिर्ची काडले काय कीतके दिवस घरात दवरुक शकतू ?,मिर्ची घरात किती दिवस ठेवू शकतो?,[INS: काडले] [काय कीतके → घरात किती] [INS: घरात] [दवरुक शकतू → ठेवू शकतो],d1.csv
D1,90.1,116.67,28.12,116.67,4,के.वाय.सी अपडेट नाय केलय तर काय होईत ?,केवायसी अपडेट न केल्यास काय होईल?,[INS: के वाय] [सी → केवायसी] [INS: नाय] [केलय तर → न केल्यास] [होईत → होईल],d1.csv
D1,90.0,100.0,66.67,100.0,0,चांगली पीक खयला हा ?,पीक चांगली झाली का?,[INS: चांगली] [खयला हा → चांगली झाली] [DEL: का],d1.csv
D1,89.84,112.5,36.96,112.5,0,ए.टी.एम का वापरान पण बँक बॅलंस महिती करू शकतास,तुम्ही एटीएम वापरून बँक बॅलन्स माहिती करू शकता.,[INS: ए टी एम] [का वापरान पण → तुम्ही एटीएम वापरून] [बॅलंस महिती → बॅलन्स माहिती] [शकतास → शकता],d1.csv
D1,89.76,100.0,65.85,100.0,5,निशिगंधाची फुला भारतभर सगळीकडे मेळतत,निशिगंधाचा सुगंध संपूर्ण भारतात पसरला आहे.,[निशिगंधाची फुला भारतभर सगळीकडे मेळतत → निशिगंधाचा सुगंध संपूर्ण भारतात पसरला] [DEL: आहे],d1.csv
D1,89.69,100.0,65.62,100.0,11,सिंचन प्रकल्पांवरचा अनुदान कृषी क्षेत्रातल्या सरकारच्या धोरणांमध्ये उत्कृष्टता सांगता,कृषी क्षेत्रातील सरकारच्या धोरणांमध्ये सिंचन प्रकल्पांसाठीच्या अनुदानातील उत्कृष्टतेबद्दल सांगणे,[INS: सिंचन प्रकल्पांवरचा अनुदान] [क्षेत्रातल्या → क्षेत्रातील] [उत्कृष्टता सांगता → सिंचन प्रकल्पांसाठीच्या] [DEL: अनुदानातील उत्कृष्टतेबद्दल सांगणे],d1.csv
D4,89.57,100.0,65.22,100.0,1,बिमा कितीक परकारचा रायते ?,किती प्रकारचे बिमा आहेत?,[बिमा कितीक परकारचा रायते → किती प्रकारचे बिमा आहेत],d4.csv
D1,89.55,100.0,65.15,100.0,7,बँक खात्याचे के.वाय.सी याच्यासाठीच केले जाता कि गिरायकांची ओळख पटोक व्हयी,बँक खात्याच्या के.वाय.सीसाठीच ग्राहकांची ओळख पटवण्यासाठी केले जाते.,[खात्याचे → खात्याच्या] [INS: सी याच्यासाठीच केले जाता] [कि गिरायकांची → सीसाठीच ग्राहकांची] [पटोक व्हयी → पटवण्यासाठी केले] [DEL: जाते],d1.csv
D1,89.53,100.0,65.12,100.0,3,खयचा ऍप वापरू शकतू ही सगळी बीला भरु शकतय ?,तुम्ही हा ऐप वापरून संपूर्ण बिल भरू शकता का?,[खयचा ऍप वापरू शकतू ही सगळी बीला भरु शकतय → तुम्ही हा ऐप वापरून संपूर्ण बिल भरू शकता का],d1.csv
D1,89.47,100.0,64.91,100.0,4,"तुका तर ठाऊकच आसा कि , भाड्याचो करार हा दोन पक्षांमधील करार आसा",तुम्हाला नक्की माहीत आहे की हा करार दोन्ही पक्षांमधील आहे,[तुका तर ठाऊकच आसा कि भाड्याचो → तुम्हाला नक्की माहीत आहे की हा] [INS: हा] [दोन → दोन्ही] [INS: करार] [आसा → आहे],d1.csv
D1,89.41,100.0,64.71,100.0,5,गाडयेक कर्ज मेलतला काय ?,या कर्जाबद्दल काय?,[INS: गाडयेक] [कर्ज मेलतला → या कर्जाबद्दल],d1.csv
D1,89.38,100.0,64.62,100.0,13,बँक खाता ह्या बँक किंवा इतर वित्तीय संस्थेद्वारा राखलो जाणारो आर्थिक खाता असता,या बँकेचे किंवा इतर वित्तीय संस्थांकडून आर्थिक खाती राखल्या जातात.,[INS: बँक खाता] [ह्या बँक → या बँकेचे] [INS: संस्थेद्वारा राखलो] [जाणारो → संस्थांकडून] [खाता असता → खाती राखल्या] [DEL: जातात],d1.csv
D1,89.29,100.0,64.29,100.0,3,खाते नंबर प्रत्येक व्यक्तिचो वेगळो असता,प्रत्येक व्यक्तीचे खाते क्रमांक वेगळे असते,[खाते नंबर प्रत्येक व्यक्तिचो वेगळो असता → प्रत्येक व्यक्तीचे खाते क्रमांक वेगळे असते],d1.csv
D4,89.29,100.0,64.29,100.0,3,थ्या मातीत खतं कोनचे वापरा लागन ?,मातीत कोणते खत वापरावे लागेल?,[INS: थ्या] [खतं कोनचे वापरा लागन → कोणते खत वापरावे लागेल],d4.csv
D4,89.2,100.0,64.0,100.0,2,संत्रा पिकाले किती भाव हाये ?,संत्र्यांचे भाव किती आहेत?,[संत्रा पिकाले → संत्र्यांचे भाव] [INS: भाव] [हाये → आहेत],d4.csv
D1,89.09,100.0,63.64,100.0,1,दुष्काळाक नाय ऐकणार्यो पीका खयली ?,दुष्काळात पीका खूपली ऐकणार आहे का?,[दुष्काळाक नाय ऐकणार्यो पीका खयली → दुष्काळात पीका खूपली ऐकणार आहे] [DEL: का],d1.csv
D1,89.09,100.0,63.64,100.0,12,पैशे पाठवुक खयली कागदपत्रा तुमका देऊक व्हयी ?,पैशाची पाठवणी केली तर मी तुम्हाला कागदपत्रे देऊ शकेन का?,[पैशे पाठवुक खयली कागदपत्रा तुमका देऊक व्हयी → पैशाची पाठवणी केली तर मी तुम्हाला कागदपत्रे] [DEL: देऊ शकेन का],d1.csv
D1,89.02,100.0,63.41,100.0,3,खता पिकाक पोषक आसत काय ह्या कसा बगायचा ?,पिकांचे पोषण कसे असते आणि ते कसे वाढवायचे?,[खता पिकाक पोषक आसत काय ह्या कसा बगायचा → पिकांचे पोषण कसे असते आणि ते कसे वाढवायचे],d1.csv
D1,89.0,100.0,63.33,100.0,8,कापणीच्या वेळेक पाऊस इलेलो चांगलो नसता,त्या वेळेचे पाऊस चांगले नव्हते.,[कापणीच्या वेळेक → त्या वेळेचे] [INS: इलेलो] [चांगलो नसता → चांगले नव्हते],d1.csv
D1,89.0,100.0,63.33,100.0,5,हयते सगळे नगदी पैशे बॅन्केत भरून ये,सर्व रोख पैसे बँकेत भरून येतात,[INS: हयते] [सगळे नगदी पैशे बॅन्केत → सर्व रोख पैसे बँकेत] [ये → येतात],d1.csv
D1,88.98,100.0,63.27,100.0,2,"बाारात माका गावात माळवल्या आसा, खय सगळ्यांनी घेतल्या?","बारात माळवल्या कुठे आहेत, सर्वांनी घेतल्या आहेत का ?",[INS: बाारात माका] [गावात → बारात] [आसा खय सगळ्यांनी → कुठे आहेत सर्वांनी] [DEL: आहेत का],d1_aug.csv
D4,88.95,100.0,63.16,100.0,7,शाळा शिकासाठी कर्ज भेटन का ?,शिक्षणासाठी कर्ज का?,[INS: शाळा] [शिकासाठी → शिक्षणासाठी] [INS: भेटन],d4.csv
D1,88.91,100.0,63.04,100.0,12,चिंगळांची मागणी मोप हा म्हणान तेंका मोठ्या प्रमाणावर पाळतत,चिंगळांची मागणी मोठ्या प्रमाणावर पाळली जात आहे.,[INS: मोप हा म्हणान तेंका] [पाळतत → पाळली] [DEL: जात आहे],d1.csv
D4,88.91,100.0,63.04,100.0,0,लाभार्थी हटोने म्हंजे काय याची मायती कुठी भेटन ?,लाभार्थीबद्दल काय माहिती आहे आणि ती कुठे मिळेल?,[लाभार्थी हटोने म्हंजे काय याची मायती कुठी भेटन → लाभार्थीबद्दल काय माहिती आहे आणि ती कुठे मिळेल],d4.csv
D1,88.75,100.0,62.5,100.0,5,झिला मादी फुलाक सतत पाणी देवक हव्या,फुलांसाठी सतत पाणी देण्याची आवश्यकता आहे,[INS: झिला मादी] [फुलाक → फुलांसाठी] [देवक हव्या → देण्याची आवश्यकता] [DEL: आहे],d1.csv
D1,88.75,100.0,62.5,100.0,2,पिकांक खयले आजार व्हतत ?,पिकांवर आजार आले आहेत का?,[INS: पिकांक] [खयले → पिकांवर] [व्हतत → आले] [DEL: आहेत का],d1.csv
D4,88.75,100.0,62.5,100.0,3,कर्ज घ्यासाठी मायाकडं कोंते कागद गरजेचे हाय ?,कर्ज घेण्यासाठी कागदपत्रे गरजेची आहेत का?,[INS: घ्यासाठी] [मायाकडं कोंते कागद गरजेचे हाय → घेण्यासाठी कागदपत्रे गरजेची आहेत का],d4.csv
D1,88.6,100.0,62.0,100.0,2,सामाजिक क्षेत्रांतले योजना कोणा मार्फत दिले जातत ?,कोणा मार्फत सामाजिक क्षेत्रातील योजना दिल्या जातात?,[सामाजिक क्षेत्रांतले योजना कोणा मार्फत दिले जातत → कोणा मार्फत सामाजिक क्षेत्रातील योजना दिल्या जातात],d1.csv
D1,88.46,114.29,28.21,114.29,3,दुसरो ऍप सेवेपेक्षा यू.पी.आय कसो चांगलो हा ?,इतर ॲप सेवेपेक्षा यूपीआय कसे चांगले आहे?,[दुसरो ऍप → इतर ॲप] [INS: यू पी] [आय कसो चांगलो हा → यूपीआय कसे चांगले आहे],d1.csv
D4,88.46,100.0,61.54,100.0,5,मले पोरगा संध्याकाळी पायजे शाळेत घ्यायला हाय.,मुलाला संध्याकाळी शाळेत जायला पाहिजे का?,[INS: मले] [पोरगा → मुलाला] [INS: पायजे] [घ्यायला हाय → जायला पाहिजे] [DEL: का],d4_aug.csv
D4,88.39,100.0,61.29,100.0,16,मोलस्कीसाइडस गोगलगाय मारण्यासाठी बनवले गेले आहे,गोगलगाय मारण्यासाठी बनवलेले औषध,[INS: मोलस्कीसाइडस] [INS: बनवले] [गेले आहे → बनवलेले औषध],d4.csv
D1,88.29,100.0,60.98,100.0,15,सगळ्यात आधी तुमचो मोबाईल नंबर बॅन्केत रजिस्टर असाक व्हयो,सर्वात आधी तुमचा मोबाइल नंबर बँकेत नोंदवा,[सगळ्यात → सर्वात] [तुमचो मोबाईल → तुमचा मोबाइल] [INS: बॅन्केत रजिस्टर] [असाक व्हयो → बँकेत नोंदवा],d1.csv
D4,88.21,100.0,60.71,100.0,6,मले गावातल्या गावात मोजमाप कस भेटन ?,मला गावातील मोजमाप कसे मिळेल?,[INS: मले] [गावातल्या गावात → मला गावातील] [कस भेटन → कसे मिळेल],d4.csv
D4,88.1,100.0,60.34,100.0,12,काय तुमाले म्हाळे बँकेचे काय काय कागदपत्रे द्या लागन काय तुम्ही म्हणता?,काय तुम्हाला म्हणता? काय काय बँकेचे कागदपत्रे द्यावी लागतील?,[INS: तुमाले] [म्हाळे बँकेचे → तुम्हाला म्हणता] [INS: कागदपत्रे द्या] [लागन काय तुम्ही म्हणता → बँकेचे कागदपत्रे द्यावी लागतील],d4_aug.csv
D4,88.0,100.0,60.0,100.0,5,मक्याचं कोनचं यंत्र वापरा लागन ?,कोणते यंत्र वापरावे लागेल?,[INS: मक्याचं] [कोनचं → कोणते] [वापरा लागन → वापरावे लागेल],d4.csv
D4,88.0,100.0,60.0,100.0,11,माह्या जनधन खात्यात कितीक रूपे रायने जरुरी हाय ?,जनधन खात्यात किती रुपये गरजेची आहेत?,[INS: माह्या] [INS: कितीक] [रूपे रायने जरुरी हाय → किती रुपये गरजेची आहेत],d4.csv
D4,87.78,100.0,59.26,100.0,7,रोग न येनार पराटीचं वान कोनतं हाये ?,रोग नसेल तर पराटीचे काय आहे?,[INS: न] [येनार पराटीचं वान कोनतं हाये → नसेल तर पराटीचे काय आहे],d4.csv
D4,87.65,100.0,58.82,100.0,7,आपन कीटकाले कस ओळखू शकतो ?,आपण काय ओळखू शकता?,[INS: आपन] [कीटकाले कस → आपण काय] [शकतो → शकता],d4.csv
D4,87.33,100.0,57.78,100.0,7,तुरंत पैसे पाठवाचे असन तर कोनच्या परकारे पाठोता येईन ?,त्वरित पैसे पाठवले तर कोणत्या मार्गाने मिळतील?,[तुरंत → त्वरित] [INS: पाठवाचे] [असन → पाठवले] [INS: कोनच्या] [परकारे पाठोता येईन → कोणत्या मार्गाने मिळतील],d4.csv
D4,87.27,85.71,90.91,85.71,22,इ पीक पहानीचं ॲप कास्तकाराइच्या खरोखर फायद्याचं हाये का ?,या पीक पाहणीचा खरोखर फायदा आहे का?,[इ → या] [INS: पहानीचं ॲप] [कास्तकाराइच्या → पाहणीचा] [फायद्याचं हाये → फायदा आहे],d4.csv
D4,87.27,100.0,57.58,100.0,2,सन साजरे कराले मले छोट कर्ज भेटन का ?,उत्सवासाठी मला छोटे कर्ज मिळेल का?,[INS: सन साजरे] [कराले मले छोट → उत्सवासाठी मला छोटे] [भेटन → मिळेल],d4.csv
D4,87.14,100.0,57.14,100.0,6,कोनत्या मातीमंदी वल पकडून ठेवण्याची लई ताकद हाये ?,कोनत्या जमीन ताब्यात ठेवण्याची शक्ती लागते?,[INS: मातीमंदी] [वल पकडून → जमीन ताब्यात] [INS: लई] [ताकद हाये → शक्ती लागते],d4.csv
D4,87.11,114.29,23.68,114.29,0,नव्या ए.टी.एम पीन साठी मले का करा लागन ?,नव्या एटीएम पिनसाठी मला का करावे लागेल?,[INS: ए टी एम] [पीन साठी मले → एटीएम पिनसाठी मला] [करा लागन → करावे लागेल],d4.csv
D4,86.88,100.0,56.25,100.0,12,"भावशिक्षणात जायला म्हाजी हाय, पोरगा शिकतो हाय.","भावशिक्षणात जायला आहे, मुला शिकते.",[INS: म्हाजी हाय] [पोरगा शिकतो हाय → आहे मुला शिकते],d4_aug.csv
D4,86.15,100.0,53.85,100.0,0,मले कर्ज वापस कराची कोनची तारीख हाय हे कस मालूम पडनं ?,मला कर्जाची परतफेडची कोणती तारीख आहे आणि हे कसे कळेल?,[INS: मले] [कर्ज वापस कराची कोनची → मला कर्जाची परतफेडची कोणती] [हाय हे कस मालूम पडनं → आहे आणि हे कसे कळेल],d4.csv
D4,86.1,100.0,53.66,100.0,2,आलूले कोंब नाई याले पायजे त का करा लागन ?,आलू आणि कोंबडे याबद्दल मला का करावे लागते?,[INS: आलूले] [कोंब नाई याले पायजे त → आलू आणि कोंबडे याबद्दल मला] [करा लागन → करावे लागते],d4.csv
D4,86.0,100.0,53.33,100.0,12,मले कर्ज घ्यासाठी पुरावा म्हनून कुंते कागद लागते ?,कुंते कागद लागते त्यासाठी पुराव्यामुळे किती कागदपत्रे लागतात?,[मले कर्ज घ्यासाठी पुरावा म्हनून कुंते कागद लागते → कुंते कागद लागते त्यासाठी पुराव्यामुळे किती कागदपत्रे लागतात],d4.csv
D4,85.94,100.0,53.12,100.0,11,करडी कोनच्या यंत्राच्या मदतीनं कापाले पायजे ?,या यंत्राच्या मदतीने कशाने कापणे?,[INS: करडी] [कोनच्या → या] [मदतीनं कापाले पायजे → मदतीने कशाने कापणे],d4.csv
D4,85.71,100.0,52.38,100.0,1,"मले यू.पी.आय न पैसे आले , ते कसे पायता येईन ?","मला यूपीआयचे पैसे आले नाहीत, ते मी कसे टाळू?",[INS: मले यू पी] [आय न → मला यूपीआयचे] [DEL: नाहीत] [कसे पायता येईन → मी कसे टाळू],d4.csv
D4,85.68,100.0,52.27,100.0,9,टॅक्टरनं सोला पेरनी करतांनी किती खोल पेरनी कराच पायजे ?,ट्रॅक्टरने बीज पेरताना किती खोल पेरले पाहिजे?,[INS: टॅक्टरनं] [सोला पेरनी करतांनी → ट्रॅक्टरने बीज पेरताना] [INS: पेरनी] [कराच पायजे → पेरले पाहिजे],d4.csv
D4,85.48,100.0,51.61,100.0,3,मिन माय कितीक कर्ज आतावरी भरलं हाय ?,मी किती कर्ज आतापर्यंत भरले आहे?,[INS: मिन] [माय कितीक → मी किती] [आतावरी भरलं हाय → आतापर्यंत भरले आहे],d4.csv
D4,85.45,100.0,51.52,100.0,5,मिन कुनाले पैसे दिले असन तर कुठ पाहाचं ?,मी पैसे दिले असल्यास कुठे पाहायचे?,[INS: मिन] [कुनाले → मी] [INS: असन] [तर कुठ पाहाचं → असल्यास कुठे पाहायचे],d4.csv
D4,85.43,100.0,51.43,100.0,13,ऊसात कोनकोनची किड येते ?,उन्हासात कोनाकोपऱ्यात किडे येतात का?,[ऊसात कोनकोनची किड येते → उन्हासात कोनाकोपऱ्यात किडे येतात] [DEL: का],d4.csv
D4,85.38,100.0,51.28,100.0,5,मले खातं काढासाठी फोटो अस सयी जरुरीची हाय का ?,मला खाण्यासाठी फोटो असण्याची गरज आहे का?,[INS: मले] [खातं काढासाठी → मला खाण्यासाठी] [INS: अस] [सयी जरुरीची हाय → असण्याची गरज आहे],d4.csv
D4,85.37,88.89,77.14,88.89,8,डब्ल्यू.टी.ओ राष्ट्रांमधील जागतिक व्यापार नियमांची देखरेख करते,जागतिक व्यापार नियमांची देखरेख करणारी संस्था राष्ट्रांमध्ये कार्य करते,[INS: डब्ल्यू टी ओ राष्ट्रांमधील] [DEL: करणारी संस्था राष्ट्रांमध्ये कार्य],d4.csv
D4,85.37,100.0,51.22,100.0,7,मले माय कर्ज हर मईन्याप्रमाणं वापिस करता येईन का ?,मला माझे कर्ज प्रमाणानुसार वापरता येईल का?,[मले माय → मला माझे] [INS: हर मईन्याप्रमाणं] [वापिस करता येईन → प्रमाणानुसार वापरता येईल],d4.csv
D4,85.33,93.33,66.67,93.33,38,मले शिकायले कर्ज घ्याला पाहिजे असा काय प्रकार आहे?,"मला शिक्षणासाठी कर्ज घ्यायचे असेल तर कुठे अर्ज करावा लागेल, त्याची माहिती मला कुठे मिळेल?",[मले शिकायले → मला शिक्षणासाठी] [घ्याला पाहिजे असा काय प्रकार आहे → घ्यायचे असेल तर कुठे अर्ज करावा] [DEL: लागेल त्याची माहिती मला कुठे मिळेल],d4_aug.csv
D4,84.72,88.89,75.0,88.89,6,किसान क्रेडिट कार्ड योजना शेतकऱ्यांना वेळेवर कर्ज देते,शेतकऱ्यांना वेळेवर कर्ज देणारी किसान क्रेडिट कार्ड योजना आहे.,[DEL: शेतकऱ्यांना वेळेवर कर्ज देणारी] [INS: शेतकऱ्यांना वेळेवर कर्ज] [देते → आहे],d4.csv
D4,84.63,100.0,48.78,100.0,13,मध कापणी करताना मधमाश्या काढण्यासाठी मधमाशी ब्रश वापरा,मधमाश्यांच्या काढणीसाठी मधमाशी ब्रश वापरा,[INS: मध कापणी करताना] [मधमाश्या काढण्यासाठी → मधमाश्यांच्या काढणीसाठी],d4.csv
D4,84.62,100.0,48.72,100.0,4,कायले मलेला KYC कागदपत्रे काय काय द्या लागन?,कशामुळे मला KYC कागदपत्रे द्यावी लागतील?,[कायले मलेला → कशामुळे मला] [INS: काय काय] [द्या लागन → द्यावी लागतील],d4_aug.csv
D4,84.52,100.0,48.39,100.0,4,कराच वापसी माया खात्यामंधून होईन का ?,परतफेड माझ्या खात्यातून होईल का?,[INS: कराच] [वापसी माया खात्यामंधून होईन → परतफेड माझ्या खात्यातून होईल],d4.csv
D4,84.42,100.0,48.08,100.0,7,कितीक वर्षात मले माय पूर कर्ज वापिस करता येईन ?,किती वर्षांत मला माझ्या वडिलांचे कर्ज वापरायला मिळेल?,[कितीक वर्षात मले माय पूर → किती वर्षांत मला माझ्या वडिलांचे] [INS: वापिस] [करता येईन → वापरायला मिळेल],d4.csv
