id,text_id,dialect,domain,distortion_score,dialect_text,standard_text,verified_clean,audit_reason
6129,719103,D4,Banking,13.0,दर महिन्याला शाळेतील मुलींच्या वैयक्तिक खात्यात शंभर रुपये जमा होतात,दर महिन्याला शाळेतील मुलींच्या वैयक्तिक खात्यात शंभर रुपये जमा होतात,False,Pass 2: Standard text is in Hindi
6165,720948,D4,Agriculture,13.0,"तत्त्वज्ञान , धोरणे आणि पद्धतींनी या उद्दिष्टांमध्ये योगदान दिले आहे","तत्त्वज्ञान, धोरणे आणि पद्धतींनी या उद्दिष्टांमध्ये योगदान दिले आहे",False,Pass 2: Standard text retains regional dialect words (तत्त्वज्ञान)
6171,719701,D4,Banking,13.0,"पिंकी , माझेपण जन धन खाते उघडण्यासाठी तुमची काही मदत लागेल","पिंकी, माझे जन धन खाते उघडण्यासाठी तुमची काही मदत लागेल.",False,Pass 2: Standard text retains regional dialect words (माझे)
6180,722695,D4,Banking,13.0,भैया सरकार गुंतवणूक आकर्षित करण्यासाठी करमुक्त क्षेत्र लागू करते,भैया सरकार गुंतवणूक आकर्षित करण्यासाठी करमुक्त क्षेत्र लागू करते,False,Pass 2: Dropped 'भैया' which is a regional dialect word
6192,721605,D4,Agriculture,13.0,फॉक्सटेल बाजरी ही दुसरी सर्वात मोठ्या प्रमाणात लागवड केलेली प्रजाती आहे,फॉक्सटेल बाजरी ही दुसरी सर्वात मोठ्या प्रमाणात लागवड केलेली प्रजाती आहे,False,Pass 2: Dialect word 'मोठ्या प्रमाणात' not removed
6213,722383,D4,Agriculture,13.0,गोड्या पाण्याची परिसंस्था म्हणजे ती तलाव आणि नदीचे जलस्रोत जे वापरात आहेत,गोड्या पाण्याची परिसंस्था म्हणजे ती नदी आणि तलाव जे वापरात आहेत,True,OK
6231,721881,D4,Banking,13.0,बँकिंग एजंट असू शकते फार्मसी सुपरमार्केट सुविधा स्टोअर लॉटरी आउटलेट पोस्ट ऑफिस,फार्मसी सुपरमार्केट सुविधा स्टोअर लॉटरी आउटलेट पोस्ट ऑफिस,True,Pass 2: OK
6234,719673,D4,Agriculture,13.0,"नीरज , माहित आहे का एरोपोनिक्स मुळे ऑक्सिजन थेट मुळांवर वापरला जातो","नीरज, माहित आहे का एरोपोनिक्समुळे ऑक्सिजन थेट मुळांवर वापरला जातो?",True,OK
6255,719639,D4,Agriculture,13.0,पिंकी तुला माहीत आहे की आजकाल शहरातील बहुतेक ऑटो एल.पी.जी गॅसने चालत आहेत,पिंकीला माहीत आहे की आजकाल शहरातील बहुतेक ऑटो एल.पी.जी गॅसने चालत आहेत,True,OK
6270,722188,D4,Banking,13.0,राजूने त्याच्या पसंतीची योजना निवडल्यानंतर रद्द केलेला चेक अपलोड केला,राजूने त्याच्या पसंतीची योजना निवडल्यानंतर रद्द केलेला चेक अपलोड केला,False,Pass 2: Dialect word 'त्याच्या' not removed and 'निवडल्यानंतर' is not a standard translation
6288,719134,D4,Agriculture,13.0,मुरमुरे हा तांदूळ पासून बनलेला एक प्रकारचा पफ केलेला धान्य आहे,मुरमुरे हा तांदूळून बनलेला एक प्रकारचा पफ केलेला धान्य आहे,False,Pass 2: Dialect word 'पासून' not removed
6318,722109,D4,Agriculture,13.0,"चांगल्या काळजीने , प्रवाळ चमेली तुम्हाला वर्षभर फुले देईल राजू",चांगल्या काळजीने प्रवाळ चमेली तुम्हाला वर्षभर फुले देईल राजू?,True,Pass 2: OK
6366,720561,D4,Agriculture,13.0,जापानने मोत्याच्या उत्पादनातील सर्व देशांना मागे टाकले,जापानने उत्पादनातील सर्व देशांना मागे टाकले,True,OK
6381,721302,D4,Banking,13.0,"कर्जाची परतफेड न झाल्यास , कर्जदार कर्जदाराचा माल घेऊन जाऊ शकतो","कर्जाची परतफेड न झाल्यास, कर्जदार कर्जाचा माल घेऊन जाऊ शकतो",False,Pass 2: Retained regional dialect word 'कर्जाचा माल'
6396,721769,D4,Banking,13.0,आर्थिक संस्था संगणक आधारित सिस्टममध्ये किंवा त्याद्वारे केली जाते,आर्थिक संस्था संगणक आधारित प्रणालीमध्ये किंवा त्याद्वारे केली जाते,True,OK
6432,721531,D4,Agriculture,13.0,एफ.ए.ओ ही संयुक्त राष्ट्रांच्या अन्न आणि कृषी संघटनेची एक विशेष संस्था आहे,एफ.ए.ओ ही संयुक्त राष्ट्रांच्या अन्न आणि कृषी संघटनेची एक विशेष संस्था आहे,False,Pass 2: Non-Marathi language (English)
6483,719914,D4,Banking,12.917,"आपल्याला व्हेंचर कॅपिटल माहित आहे , हा एक प्रकारचा खाजगी इक्विटी आहे","आपल्याला व्हेंचर कॅपिटल माहीत आहे, हा एक प्रकारचा खाजगी इक्विटी आहे",False,Pass 2: Retains regional dialect word 'खासगी'
6528,723870,D4,Banking,12.875,बिमा काढासाठी मले कोनची कोनची कागदपत्र लागन ?,बिमा काढासाठी मला कोणती कागदपत्रे लागतील?,True,OK
6534,720244,D4,Banking,12.875,"तुम्ही तुमचा आयकर जमा केला नसेल , तर तुमचा इन्कम टॅक्स ऐच्छिक प्रकटीकरण योजनेअंतर्गत जमा करा",तुम्ही तुमचा आयकर जमा केला नसेल तर तुमचा इन्कम टॅक्स ऐच्छिक प्रकटीकरण योजनेअंतर्गत जमा करा,True,Pass 2: OK
6552,724074,D4,Banking,12.857,के.वाय.सी करासाठी कोंते कोंते कागद लागन ?,केवायसीसाठी किती कागद लागतात?,True,OK
6624,723823,D4,Banking,12.5,बँकेतून कर्ज घ्याचे टायमाले मले साक्षीदार अन लागन का ?,बँकेतून कर्ज घ्याचे टायमाले मला साक्षीदार अन लागण का?,True,OK
6630,723715,D4,Banking,12.5,मले सामाजिक योजनेची मायती कशी भेटन ?,मला सामाजिक योजनेची माहिती कशी मिळेल?,True,Pass 2: OK
6639,723918,D4,Banking,12.5,कर्ज काढासाठी मले मायती कशी भेटन ?,कर्ज काढण्यासाठी मला माहिती कशी मिळेल?,True,Pass 2: OK
6645,723826,D4,Banking,12.5,"मी शाळा शिकतो , मले शिकासाठी कर्ज भेटन का ?","मी शाळा शिकतो, मला शिक्षणासाठी कर्ज मिळेल का?",True,OK
6651,723262,D4,Agriculture,12.5,चाळीस किलोग्रॅम गवासाठी यूरिया च प्रमान किती असलं पायजे ?,चाळीस किलोग्रॅम गाईंसाठी युरियाचे प्रमाण किती असायला हवे?,True,OK
6657,724238,D4,Banking,12.5,मले माये पैसे एक वर्षासाठी बँकेत कसे गुंतवता येईन ?,मला पैसे एक वर्षासाठी बँकेत कसे गुंतवता येतील?,True,OK
6660,723856,D4,Banking,12.5,म्या बँकेत दोन तोळे सोनं ठुलं तर मले किती पैसे भेटन,जर माझ्याकडे बँकेत दोन सोन्याचे तोळे असतील तर मला किती पैसे मिळतील?,True,Pass 2: OK
6672,723802,D4,Banking,12.5,कमी वेळेचं कर्ज घ्यासाठी मले का करा लागन ?,मला कमी वेळेचे कर्ज घेण्यासाठी का करावे लागते?,True,Pass 2: OK
6729,723464,D4,Agriculture,12.5,कोराजेन औषध विस लिटर पंपामंदी किती मिलीमिटर घ्या लागन ?,कोराजेन औषधासाठी किती मिलीमीटर घ्यावे लागतील?,True,OK
6732,723910,D4,Banking,12.5,मले वावरासाठी किती रुपयापर्यंत कर्ज भेटन ?,मला वावरासाठी किती रुपयांपर्यंत कर्ज मिळते?,True,OK
6750,722226,D4,Agriculture,12.5,राजस्थान मध्ये ठिबक सिंचन प्रणालीची स्थापना हे आधुनिक शेतीचे उदाहरण आहे,राजस्थानमध्ये ठिबक सिंचन प्रणालीची स्थापना हे आधुनिक शेतीचे उदाहरण आहे,True,Pass 2: OK
6771,723306,D4,Agriculture,12.5,बाजार समितीतले पैशे किती दिवसानं कास्तकाराइले मिळते ?,बाजार समितीचे पैसे किती दिवसांत मिळतात?,True,OK
6786,719051,D4,Agriculture,12.5,हरियाणा आणि पंजाबमधील शेतकऱ्यांनी शेतकरी बिलला सर्वाधिक विरोध केला,हरियाणा आणि पंजाबमधील शेतकऱ्यांनी शेतकरी बिलला सर्वाधिक विरोध केला,True,Pass 2: OK
6798,721413,D4,Banking,12.5,स्वस्ताच्या लालसेपोटी लोक काळ्या बाजारातून माल घेतात,स्वस्त असल्यामुळे लोक काळ्या बाजारातून माल घेतात,False,Pass 2: स्वस्ताच्या लालसेपोटी
6807,721768,D4,Banking,12.5,प्रथम बँकर्सची बँक एकोणीसशे पंच्याहत्तर ला मिन्सोटा मध्ये स्थापन झाली,प्रथम बँकर्सची बँक एकोणिसावी मिनेसोटामध्ये स्थापन झाली,True,Pass 2: OK
6822,721197,D4,Banking,12.5,इंटेक्स सोल्यूशन्स इंक एक स्वतंत्र वित्तीय मॉडेलिंग कॉर्पोरेशन आहे,इंटेक्स सोल्यूशन्स इंक एक स्वतंत्र वित्तीय मॉडेलिंग कॉर्पोरेशन आहे,False,Pass 2: English text
6576,723091,D4,Agriculture,12.5,संत्रा पिकाच्या फटाफट वाढीसाठी कोनचे उपाव करा लागन ?,संत्रा पिकाच्या जलद वाढीसाठी कोणते उपाय करावे लागतील?,True,OK
6579,723034,D4,Agriculture,12.5,पांढऱ्या माशी च्या नाशा साठी कोनचं अस किती औषध वापरा लागते ?,पांढऱ्या माशींच्या नाशासाठी किती औषध वापरावे लागते?,True,OK
6582,723138,D4,Agriculture,12.5,कास्तकाराइच्या मालाची किंमत यकसारखी काऊन राहत नाई ?,कास्तकारीच्या मालाची किंमत इतकी सारखी का आहे?,True,OK
6585,724011,D4,Banking,12.5,क्रेडिट कार्ड घ्यासाठी मले का करा लागन ?,मला क्रेडिट कार्ड का घ्यावे लागेल?,False,Pass 2: Regional dialect word 'मले'
6588,723600,D4,Banking,12.5,कर्ज काढासाठी मले ऑनलाईन फारम कोठून भरावा लागन ?,मला कर्ज काढण्यासाठी ऑनलाईन फॉर्म कोठून भरावा लागेल?,False,Pass 2: Regional dialect word 'मले'
6603,719804,D4,Agriculture,12.5,आजकाल शेतीच्या यंत्र सामग्रीच्या मदतीने शेतकरी आपली सर्व कामे अगदी सहज करू शकतो,आजकाल शेतीच्या यंत्र सामग्रीच्या मदतीने शेतकरी आपली सर्व कामे अगदी सहज करू शकतो,True,Pass 2: OK
6606,719032,D4,Agriculture,12.5,मारवाडी मेंढ्यांची जात राजस्थान च्या शेतकऱ्याकडे आहे,मारवाडी मेंढ्यांची जात राजस्थानच्या शेतकऱ्यांकडे आहे,True,Pass 2: OK
6615,720101,D4,Agriculture,12.5,भारतात देशांतर्गत वापरासोबत चहाची निर्यातही केली जाते,भारतात देशांतर्गत वापरासोबत चहाची निर्यातही केली जाते,False,Pass 2: Hindi grammar ending 'देशांतर्गत'
6681,723540,D4,Agriculture,12.5,संत्र्याच्या बगीच्यामंदी फुलाले आल्यावर तननाशक फवाराले पायजे का ?,संत्र्याच्या बगीच्यामध्ये फुले आल्यावर तननाशक फवारणी का ?,True,OK
6690,723525,D4,Agriculture,12.5,परकारं हे साधन सगळ्या पिकासाठी चांगलं हाये का ?,हे साधन सगळ्या पिकांसाठी चांगले आहे का ?,True,OK
6693,724010,D4,Banking,12.5,क्रेडिट कार्डात किती रक्कम शिल्लक राहानं जरुरी हाय ?,"क्रेडिट कार्डात किती रक्कम शिल्लक आहे, ती आवश्यक आहे का ?",True,OK
6696,723838,D4,Banking,12.5,माया खात्यात कितीक पैसे बाकी हाय हे मले कस पायता येईन ?,माया खात्यात किती पैसे बाकी आहेत आणि मला कसे मिळतील ?,True,OK
6702,724239,D4,Banking,12.5,मॅच्युरिटी झाल्यावर पुरे पैसे माया खात्यावर जमा होईन का ?,मॅच्युरिटी झाल्यावर पुरेसे पैसे खात्यावर जमा होतील का ?,True,OK
6711,720261,D4,Banking,12.5,जगातील इतर कोणत्याही चलनापेक्षा डॉलरची विश्वास अर्हता अधिक आहे,जगातील इतर कोणत्याही चलनापेक्षा डॉलरची विश्वासार्हक अधिक आहे?,True,Pass 2: OK
6717,723998,D4,Banking,12.5,"मायावर कितीक कर्ज बाकी हाय , हे मले सांगान का ?","मायावर किती कर्ज बाकी आहे, हे मला सांगायचे का ?",True,OK
6726,723110,D4,Agriculture,12.5,मक्यावर फवारनी करतांनी सायफर मेथ्रीनचं प्रमान किती रायलं पायजे ?,मक्यावर फवारणी केल्यानंतर सायफर मेथ्रीनचे प्रमाण किती लिटरचे असेल ?,True,OK
6849,719234,D4,Agriculture,12.5,सबसॉयलर किंवा फ्लॅट लिफ्टर हे ट्रॅक्टर माउंट केलेले शेती उपकरण आहे,शेतीसाठी उपकरणांचा वापर करणारा उपकरण आहे,True,OK
6855,719413,D4,Banking,12.5,यावेळी दुकानातील सर्व कपडे दोनशे रुपयांनी अधिक विकून व्यवसाय वाढवला आहे,यावेळी दुकानातील सर्व कपडे दोनशे रुपयांनी अधिक विकून व्यवसाय वाढवला आहे?,True,OK
6864,719458,D4,Agriculture,12.5,घरगुती मेंढ्या इतर सस्तन प्राण्यांप्रमाणे लैंगिक पुनरुत्पादन करतात,घरगुती मेंढ्या इतर सस्तन प्राण्यांप्रमाणे लैंगिक पुनरुत्पादन करतात?,False,Pass 2: Hindi text still present
6870,721026,D4,Agriculture,12.5,मका हे अन्नधान्य आहे जे स्वयंपाकात स्टार्चचा स्रोत म्हणून वापरले जाते,माला हे अन्नधान्य आहे जे स्वयंपाकात स्टार्चचा स्रोत म्हणून वापरले जाते,True,OK
6882,724330,D4,Banking,12.5,मुलींले फायदा होईन अशा काही सामाजिक योजना हाय का ?,मुलींना फायदा होण्यासाठी अशा काही सामाजिक योजना हाय का?,True,OK
6894,722124,D4,Agriculture,12.5,"कृषी माती विज्ञान , अन्न आणि फायबरच्या उत्पादनाशी संबंधित आहेत","कृषी विज्ञान, अन्न आणि फायबरच्या उत्पादनाशी संबंधित आहेत",True,OK
6897,722670,D4,Banking,12.5,ॲक्सिस बँकेत मुलांसाठी पिगी बँक बचत ठेव खात्याची योजना सुरू केली,ॲक्सिस बँकेने मुलांसाठी बचत ठेव खात्याची योजना सुरू केली,True,OK
6900,719366,D4,Banking,12.5,एच.डी.एफ.सी बँक भारतात सर्वांत उत्तम आणि लवकर काम करणारी मानली जाते,एच.डी.एफ.सी बँक भारतात सर्वात उत्तम आणि लवकर काम करणारी मानली जाते?,False,Pass 2: Regional dialect word 'सर्वांत' still present
7014,719035,D4,Agriculture,12.5,लहान शेतकर्यांसाठी दोन व्हीलर ट्रॅक्टर सर्वोत्तम मानले जाते,लहान शेतकर्यांसाठी दोन व्हीलर ट्रॅक्टरांचा सर्वोत्तम वापर केला जातो.,True,OK
7017,722477,D4,Banking,12.5,मनी कधीकधी स्थानिक बँका आणि इतर संस्थांद्वारे जारी केले जात होते,माला कधीकधी स्थानिक बँका आणि इतर संस्थांद्वारे जारी केले जात होते.,True,Pass 2: OK
7026,721664,D4,Banking,12.5,अमेरिकन बँकेच्या नोटा फेडरल रिझर्व्ह नोट्स म्हणून जारी केल्या जातात,अमेरिकेच्या बँकेच्या नोटा फेडरल रिझर्व्ह नोट्स म्हणून जारी केल्या जातात.,True,Pass 2: OK
7035,719706,D4,Banking,12.5,मी माझ्या व्यवसायाच्या सुरुवातीसाठी सीड मनी घेतले आहेत,मी माझ्या व्यवसायाच्या सुरुवातीसाठी सीड माला घेतले आहे.,True,Pass 2: OK
7044,718694,D4,Agriculture,12.5,तुम्हाला माहीत आहे का की येथे नवजात रोपे उगवली जातात,तुम्हाला माहीत आहे का की येथे नवजात रोपे उगवली जातात.,True,Pass 2: OK
7068,722119,D4,Agriculture,12.5,मी मेंढ्यांसाठी शुद्ध पौष्टिक पेंढा ऑनलाईन मागवला आहे,मी मेंढ्यांसाठी शुद्ध पौष्टिक पेंढा ऑनलाईन मागवला आहे.,True,Pass 2: OK
7071,721294,D4,Banking,12.5,जागतिक वित्तीय प्रणालीचा महत्त्व पूर्ण घटक म्हणजे स्पॉट मार्केट,जागतिक वित्तीय प्रणालीचा पूर्णपणे महत्त्वाचा घटक म्हणजे स्पॉट मार्केट.,True,OK
7095,721212,D4,Banking,12.5,हेज फंड मॅनेजर जॉर्ज सोरोस यांचा चांदीवर आणखी एक विश्वास आहे,हेज फंड मॅनेजर जॉर्ज सोरोस यांचा चंद्रावर आणखी एक विश्वास आहे.,True,Pass 2: OK
6912,719694,D4,Banking,12.5,तसेच भारतातील काही म्युच्युअल सेव्हिंग बँकांची नावे सांगा,तसेच भारतातील काही बँकांची नावे सांगा,True,OK
6915,722667,D4,Banking,12.5,"इतकेच काय , सर जी भारताच्या पहिल्या महिला अर्थमंत्री निर्मला सीतारामन आहेत",इतकेच काय भारताच्या पहिल्या महिला अर्थमंत्री निर्मला सीतारामन आहेत का,True,OK
6921,720599,D4,Agriculture,12.5,शेतकरी रामूने आपल्या मुलाला सर्व शेतकऱ्यांच्या सणाबद्दल सांगितले,शेतकरी ने आपल्या मुलाला सर्व शेतकऱ्यांच्या सणांबद्दल सांगितले,True,OK
6930,723241,D4,Agriculture,12.5,रब्बी हंगामामंदी मका पिकाची वाढ चांगल्या परकारे होईन का ?,रब्बी हंगामामंदीमुळे मका पिकाची वाढ चांगल्या परिस्थितीत होईल का?,True,OK
6942,724309,D4,Banking,12.5,माया चालू खात्यात किती पैसे हाय ते मले सांगा,माया चालू खात्यात किती पैसे आहेत ते मला सांगा,True,OK
6975,719570,D4,Banking,12.5,दोन हजार पंधरा पर्यंत जगभरात सुमारे पस्तीस कोटी ए.टी.एम स्थापित होते,दोन हजार पंधरा पर्यंत जगभरात सुमारे पस्तीस कोटी एटीएम स्थापित झाले होते,True,OK
6987,720034,D4,Agriculture,12.5,दक्षिण भारतात भारतीय सलमान फिश मोठ्या उत्साहाने खाल्ले जाते,दक्षिण भारतात भारतीय मासे मोठ्या उत्साहाने खाल्ले जातात,True,Pass 2: OK
7008,720910,D4,Agriculture,12.5,द्राक्षे ही चिनी वाइनची शैली आहे जी त्यांनी तयार केली पाहिजे,द्राक्षे ही वाइनची शैली आहे जी त्यांनी तयार केली पाहिजे,True,OK
7116,721361,D4,Banking,12.5,तुम्हाला हेज फंडाची कामगिरी निरपेक्षपणे मोजावी लागेल,तुम्हाला हेज फंडाची कामगिरी निरपेक्षपणे मोजावी लागेल,False,Pass 2: Retains regional dialect word 'तुम्हाला'
7119,722722,D4,Banking,12.5,लोकांसाठी रिअल इस्टेटमध्ये पैसे कमवण्याचा सर्वोत्तम मार्ग,लोकांसाठी रिअल इस्टेटमध्ये पैसे कमवण्याचा सर्वोत्तम मार्ग,False,Pass 2: Retains regional dialect word 'लोकांसाठी'
7125,720959,D4,Agriculture,12.5,स्पिनिंग खेचरचा शोध सॅम्युअल क्रॉम्प्टनने एक हजार सातशे नव्वदमध्ये लावला,स्पिनिंगचा शोध सॅम्युअल क्रॉम्प्टनने एक हजार सातशे नव्वदमध्ये लावला,True,OK
7143,720806,D4,Agriculture,12.5,ड्रम स्टिक ही वनस्पतीं च्या दुर्मिळ प्रजातींपैकी एक आहे,ड्रम स्टिक ही वनस्पतींच्या दुर्मिळ प्रजातींपैकी एक आहे,False,Pass 2: Retains regional dialect words
7167,722345,D4,Agriculture,12.5,आजकाल माझ्या गावातील शेतकरी ओट्सची शेती करून चांगला नफा कमावत आहेत,आजकाल माझ्या गावातील शेतकरी ओट्सची शेती करून चांगला नफा कमावत आहेत,False,Pass 2: Retains regional dialect words
7194,720789,D4,Agriculture,12.5,प्रोपनफेस सायपरमेथ्रिन चौवालीस इ सी डिक्लोरवास्स चेहतार ई.सी,प्रोपेनफेस सायपरमेथ्रिन 42 इ.सी. डिक्लोरवास्स चेहतार ई.सी,True,Pass 2: OK
7212,722196,D4,Banking,12.5,"मनी मार्केट अकाऊंट आणि म्युच्युअल फंड यात खूप फरक आहे , सुरेश समजून घ्या","मनी मार्केट अकाऊंट आणि म्युच्युअल फंड यात खूप फरक आहे, सुरेश समजून घ्या",False,Pass 2: Retains regional dialect words
7215,720031,D4,Agriculture,12.5,"ब्लास्ट फिशिंग , तळ ट्रोलिंग इ काही विध्वंसक तंत्रे आहेत","ब्लास्ट फिशिंग, तळ ट्रोलिंग इत्यादी काही विध्वंसक तंत्रे आहेत",True,Pass 2: OK
7305,720933,D4,Agriculture,12.4,डेयरी गाई गाईंच्या झुन्डात किंवा डेयरी फार्म मध्ये बघायला भेटतात,डेयरी गाई गाईंच्या झुंडात किंवा डेयरी फार्म मध्ये बघायला भेटतात?,True,OK
7317,720950,D4,Agriculture,12.389,कापूस कताई करण्यासाठी जेनी हे कापूस कातण्याचे यंत्र आहे,कापूस कताई करण्यासाठी जेनी हे कापूस कातण्याचे यंत्र आहे?,True,OK
7341,720783,D4,Agriculture,12.333,चंपाची फुले सुंदर आणि अतिशय सुगंधी असतात फुले फिकट पिवळ्या रंगाची असतात,चंपाची फुले सुंदर आणि अतिशय सुगंधी असतात; फुले फिकट पिवळ्या रंगाची असतात?,True,OK
7353,721966,D4,Agriculture,12.25,"झारीस्म , कामरूप , प्रतापधन , ब्रोईलेर , क्वेल , टर्की हे पोल्ट्री चे ब्रीड आहेत","झारीस्म, कामरूप, प्रतापधन, ब्रोईलेर, क्वेल, टर्की हे पोल्ट्रीचे ब्रीड आहेत?",True,OK
7365,723693,D4,Banking,12.0,सोनाराच्या दुकानामंधीही मले क्रेडिट कार्ड वापरता येते का ?,सोनाराच्या दुकानामधी मला क्रेडिट कार्ड वापरता येते का?,True,OK
7368,723371,D4,Agriculture,12.0,यक हेक्टर कांद्यासाठी मजूराले किती पैसे द्याचे ?,एक हेक्टर कांद्यासाठी मजुराला किती पैसे द्यावे लागतील?,True,Pass 2: OK
7374,723522,D4,Agriculture,12.0,लाल्या रोगासाठी कोनचं खत टाका लागन ?,लाल रोगासाठी किती खत टाकावे लागतील?,True,Pass 2: OK
7377,723516,D4,Agriculture,12.0,ऊस लवकर मोठा व्हासाठी का करा लागन ?,ओलस लवकर मोठे होण्यासाठी काय करावे लागते?,True,Pass 2: OK
7221,719330,D4,Banking,12.5,इस्लामिक वित्तीय सेवा ही आणखी एक क्षेत्र आहे जी विकासची क्षमता प्रदान करते,इस्लामिक वित्तीय सेवा ही आणखी एक क्षेत्र आहे जी विकासाची क्षमता प्रदान करते,False,Pass 2: Hindi text
7230,723081,D4,Agriculture,12.433,खडकाळ जमीनीमंदी पिके घेणे शक्य हाये का ? असेल तर कोनचे पीक घेता येईन ?,खडकाळ जमिनीमध्ये मंदीच्या काळात पीक घेणे शक्य आहे का? असेल तर कोणते पीक घेतले जाईल?,True,OK
7236,721163,D4,Banking,12.429,"बिग फोर सल्लामसलत , बाजार संशोधन , आश्वासन आणि कायदेशीर सल्लागार देखील सेवा देतात","बिग फोर सल्लामसलत, बाजार अभ्यास, आश्वासन आणि कायदेशीर सल्लागार देखील सेवा देतात",False,"Pass 2: Non-Marathi words (Salutation, Research, Assurance)"
7269,721431,D4,Banking,12.423,कंपनीत एक वर्ष काम केल्यानंतर रमेश कंपनिच्या पेरोल वर काम करायला शुरुवात केले,कंपनीत एक वर्ष काम केल्यानंतर रमेश कंपनीच्या पेरोलवर काम करायला सुरुवात केली,True,OK
7275,722465,D4,Agriculture,12.417,भारतात तंबाखूचे पीक शून्य दशलक्ष ते पाच दशलक्ष हेक्टर क्षेत्रात घेतले जाते,भारतात तंबाखूचे पीक शून्य लाख ते पाच लाख हेक्टर क्षेत्रात घेतले जाते,True,Pass 2: OK
7281,720148,D4,Agriculture,12.417,"जंगलात लहान मोठी , वनस्पती , झुडपे इत्यादी सर्व प्रकारची झाडे आहेत",जंगलात लहान मोठी वनस्पती झुडपे सर्व प्रकारची झाडे आहेत,True,OK
7287,723487,D4,Agriculture,12.409,कवा कवा मोबाईल वर सांगितलेला हवामानाचा अंदाज चुकीचा काऊन ठरते ?,कवा मोबाईलवर सांगितलेला हवामानाचा अंदाज का चुकीचा ठरतो?,True,OK
7293,722358,D4,Agriculture,12.409,एक निरोगी जिवंत बेरी आहे हे दुर्मिळ भारतीय हवामान चांगले आहे,एक निरोगी जिवंत बेरी आहे आणि भारतीय हवामान चांगले आहे,True,OK
7503,723639,D4,Banking,12.0,कितीक परकारच्या सामाजिक योजना हाय कस मायती पडन ?,कोणत्या प्रकारच्या सामाजिक योजना आहेत आणि ती माहिती कशी मिळेल?,True,OK
7506,723546,D4,Agriculture,12.0,मक्याच्या पिकाले हेक्टरी किती खात द्या लागन ?,मक्याच्या पिकांसाठी हेक्टर किती द्यावा लागेल?,True,OK
7518,723611,D4,Banking,12.0,मले खातं काढासाठी फोटो अस सयी जरुरीची हाय का ?,मला खाण्यासाठी फोटो असण्याची गरज आहे का?,True,OK
7521,719643,D4,Agriculture,12.0,"राजू , किसान मंडईमध्ये फक्त एम.एस.पी वर पिकांची खरेदी विक्री केली जाते","राजू, किसान मंडईमध्ये फक्त एम.एस.पी वर पिकांची खरेदी विक्री केली जाते",False,Pass 2: Hindi language leakage
7524,723622,D4,Banking,12.0,पैसे गुंतवाच्या वेळेसं मले ऑफलाईन अर्ज भरा लागन का ?,पैसे गुंतवण्याच्या वेळी मला ऑनलाईन अर्ज भरायला का लागेल?,True,OK
7530,723029,D4,Agriculture,12.0,"संत्रा , मोसंबीवर फवारा माराले कोनचा पंप चांगला रायते ?","संत्रा, मोसंबीवर फवारा मारण्यासाठी कोणता पंप चांगला राहील?",True,OK
7533,723169,D4,Agriculture,12.0,शेतामंदी ट्रॅक्टर रोटावेटर मारनं ठीक हाये का ?,शेतकरी ट्रॅक्टर रोटावेटर ठीक आहे का?,True,Pass 2: OK
7536,723280,D4,Agriculture,12.0,वांग्याच्या शेंडी अळीवर कोनची दवाई फवारा लागन ?,वांग्याच्या शेंडीवरील अळीवर कोणत्या औषधाचा फवारा लावायचा आहे?,True,OK
7434,723763,D4,Banking,12.0,बचत खातं काढासाठी मले कोंते कागद लागन ?,बचत काढण्यासाठी मला किती कागद लागतात?,True,OK
7437,724046,D4,Banking,12.0,माया खात्यात कितीक पैसे बाकी हाय हे कस पायता येईन ?,"माया खात्यात किती पैसे बाकी आहेत, ते कसे मिळतील?",True,OK
7455,721588,D4,Agriculture,12.0,वाइनमेकिंग दोन सामान्य श्रेणीं मध्ये विभागले जाऊ शकते,वाइनमेकिंग दोन सामान्य श्रेणींमध्ये विभागले जाऊ शकते,False,Pass 2: Non-Marathi language used (English)
7461,723434,D4,Agriculture,12.0,तुरी ऊंच वाढल्या म्हनजे त्याचे शेंडे तोडनं चांगलं राहीन का ?,तुझी उंची वाढल्यास त्याचे फांद्या तोडणे चांगले राहील का?,True,OK
7473,723747,D4,Banking,12.0,कर्जासाठी पायजेन असणारा स्कोर मले कसा पायता येईन ?,मला कर्जासाठी असलेला स्कोर कसा मिळेल?,True,OK
7482,724254,D4,Banking,12.0,सामाजिक योजनेसाठी मले कोंते कागद लागन ?,सामाजिक योजनेसाठी मला किती कागद लागतात?,True,OK
7491,723844,D4,Banking,12.0,मले बचत खातं खोलासाठी कोंते कागद लागन ?,मला बचत खाते उघडण्यासाठी काही कागदपत्रे लागतील का?,True,OK
7497,723691,D4,Banking,12.0,बचत खात खोलासाठी मले किती पैसे भरा लागन ?,मला या खात्यासाठी किती पैसे भरावे लागतील?,True,OK
7539,724191,D4,Banking,12.0,मले दोन हजार परमाने मासिक कर्ज कस भेटन ?,दोन हजार परमाने मासिक कर्ज कसे मिळते?,True,OK
7545,722790,D4,Agriculture,12.0,वेगवेगळ्या प्राण्यांसाठी वेगवेगळे खाद्य प्रकार वापरले जातात,विविध प्राण्यांसाठी विविध खाद्य प्रकार वापरले जातात,True,OK
7566,719041,D4,Agriculture,12.0,सेंद्रीय खताला प्रोत्साहन देण्यासाठी एफ.एस.एस.ए.आय पावले उचलत आहे,सरकारी खताला प्रोत्साहन देण्यासाठी संस्था पावले उचलत आहे,True,OK
