dialect_text,standard_text,dialect
तुम्ही त्यांना काय भेटन; काय मिळेल किंवा काय लागेल?,तुम्ही त्यांना काय मिळेल? काय लागते?,D2
आज बाजारमा क्रेडिट कार्डमधील उधार पैसे कधी पुन्हा लागन?,आज बाजारात क्रेडिट कार्डवरून उधार पैसे कधी पुन्हा लागेल?,D2
"बाजारात येतांना मनाले काय भावाने भेटते शेतस, आज काय भावाने मिळत असतील?","बाजारात जातांना काय भावाने मिळते शेतस, आज काय भावाने मिळत असतील?",D2
"तुला घरी येतांना खास काय लागेल, कुठे राहणार की कुठे खात असेल?","तुला घरी येतांना काय लागेल, कुठे राहणार की कुठे खात असेल?",D2
"तुला पैशांच्या संकटातून कसे निघायला लागते मनाले, अरे कुठे मिळेल की कुठे खात असेल?","तुला पैशांच्या संकटातून कसे निघायला लागते मला, अरे कुठे मिळेल की कुठे खात असेल?",D2
"आज रात्री घरी खूप जोरदार थंडी आहे, कुठे भेटन माझे टोपी किंवा कोणते कपडे लागन?","आज रात्री घरी खूप जोरदार थंडी आहे, कुठे भेटणार माझे टोपी किंवा कोणते कपडे लागेल?",D2
"गावात गेल्यावर मनाले प्रत्येक घरी भेटत शेतस, तरी कधी एकवार लागन?","गावात गेल्यावर मला प्रत्येक घरी मिळत शेतस, तरी कधी एकवार लागेल?",D2
"तुला येतांना भेटत शेतस, आज कुठे मिळेल की कुठे खात असेल?","तुला येतांना मिळत शेतस, आज कुठे मिळेल की कुठे खात असेल?",D2
तुम्ही पासबुकमध्ये किती रुपये खात असतील?,तुम्ही पासबुकमध्ये किती रुपये खात आहेत?,D2
आज बाजारामध्ये क्रेडिट कार्डमध्ये किती पैसे लागेल?,आज बाजारात क्रेडिट कार्डमध्ये किती पैसे लागतील?,D2
माझ्या दुकानामध्ये किती शाळीकडून मिळेल?,माझ्या दुकानात किती शाळीकडून मिळतील?,D2
तुम्ही काय खावयास आनंद नाही?,तुम्हाला काय खावयास आनंद नाही?,D2
पोरासले गावता शाळेमध्ये प्रवेश देवाले शेतस?,"मुलांना शाळेत प्रवेश द्यायचा आहे, कधीपासून अर्ज सुरू होतील?",D2
आवाजारामधल्या किती गनज बाबींमध्ये उरकतील?,आवाजारात किती गोष्टींमध्ये उरकल्या जातील?,D2
कोणत्या प्रकारच्या खात्यात रुपये खात असतील?,कोणत्या प्रकारच्या खात्यात रुपये खात आहेत?,D2
माझ्या घरामध्ये किती किलो गव्हातील?,माझ्या घरात किती किलो गव्ह आहे?,D2
तुम्ही कोणती क्रेडिट कार्ड वापरत असतील?,तुम्ही कोणती क्रेडिट कार्ड वापरत आहात?,D2
आज बाजारामध्ये किती पैसे भेटतील?,आज बाजारात किती पैसे मिळतील?,D2
आज गावात दूधवाल्याने कसे काम करणाचे शेतस?,आज गावात दुधाच्या विक्रेत्याने कसे काम करत आहे?,D2
"तुनाले काय खाते असेल, मला कुठे जावं लागन?","तुला काय खात आहे, मला कुठे जावं लागते?",D2
माझ्या मित्राला पैसे करस आणि त्यांना किती पैसे द्यायचे?,माझ्या मित्राला पैसे करावे आणि त्यांना किती पैसे द्यावे?,D2
मला सापडलेल्या गनज फ्रिजमध्ये ठेवावं की खोलीत लागन?,मला सापडलेल्या पुष्कळ फ्रिजमध्ये ठेवावं की खोलीत लागते?,D2
आज बाजारात तेलाच्या पिशवी काय भावाने भेटन?,आज बाजारात तेलाच्या पिशवी काय भावाने मिळत आहे?,D2
"पोरासले शाळेमा प्रवेश देवाले शेतस, कधीपासून अर्ज सुरू व्हतीन?","मुलांना शाळेत प्रवेश द्यायचा आहे, कधीपासून अर्ज सुरू होतील?",D2
कल तयार केलेले व्यजान खास आणि कधी खावं लागन?,कल तयार केलेले व्यजान खात आणि कधी खावं लागते?,D2
आज पंचायतमध्ये काय विचार केले असते शेतस?,आज पंचायतीत काय विचार केले गेले आहेत?,D2
तुनाले पुण्यात शाळेमध्ये प्रवेश दिला असेल की नाही शेतस?,तुला पुण्यात शाळेत प्रवेश मिळाला आहे की नाही?,D2
आज बाजारात कोणत्या प्रादुख पाकवजाने काय भावाने भेटत शेतस?,आज बाजारात कोणत्या प्रादुख पाकवजाने काय भावाने मिळत आहे?,D2
काय लागन क्रेडिट कार्ड देण? मनाले खूप गनज कॅशबॅक मिळत असते,कुठे क्रेडिट कार्ड देण्यात येत आहे? मला खूप कैशबॅक मिळत आहेत,D2
आज बाजारमा अंबाडी काय भावाने भेटत शेतस?,आज बाजारात अंबाडी काय भावाने मिळत आहे?,D2
जगने मनाले जास्त पैसे गाळण्यासाठी काय खास खात असेल?,जगा मला जास्त पैसे गाळण्यासाठी काय खात आहे?,D2
तुनाले भेटण काही बागल्या चवीच्या पक्ष्यांचे अंडी मिळत र?,तुला मिळत आहेत काही बागल्या चवीच्या पक्ष्यांची अंडी?,D2
"कठे खास पॅकेटचा सोने शेतस, काय चवीचा आहे?","कुठे खात आहे पॅकेटचा सोने, काय चवीचा आहे?",D2
"पोरासले व्हाया शाळेमा प्रवेश देवाले शेतस, कधीपासून अर्ज सुरू व्हतीन?","मुलांना शाळेत प्रवेश द्यायचा आहे, कधीपासून अर्ज सुरू होतील?",D2
आज बाजारमा द्राक्षा काय भावाने भेटत शेतस?,आज बाजारात द्राक्षा काय भावाने मिळत आहे?,D2
तुनाले भेटन माझ्या शाळेच्या मित्राला व्हाया स्वातंत्र्य दिवस मनाले कधी व्हतीन?,तुला मिळेल माझ्या शाळेच्या मित्राला स्वातंत्र्य दिवस मला कधी होतील?,D2
माझ्या कामासाठी माझा कोंडा सापडन करस व्हतीन?,माझ्या कामासाठी माझा कोंडा कुठे आहे?,D2
आज माझ्या घरामध्ये उशिरा लागन. शेवटी काय भेटन?,आज माझ्या घरामध्ये उशिरा लागेल. शेवटी काय मिळेल?,D2
तुमच्याकडे कुठले फोनस आहे? कामासाठी तुनाले फोनस कसे आहे?,तुमच्याकडे कुठले फोन आहे? कामासाठी तुझ्याकडे फोन कसा आहे?,D2
"तुम्ही रोज पानी प्यायला खास असते, ते कठे असते?","तुम्ही रोज पानी प्यायला खात असता, ते कुठे असते?",D2
माझ्या शेतामध्ये गनज फुले आहेत. मनाले फुले कुठे असतील?,माझ्या शेतामध्ये पुष्कळ फुले आहेत. मला फुले कुठे असतील?,D2
आज माझ्या वाहनामध्ये तेल भरन करस व्हतीन?,"आज माझ्या वाहनामध्ये तेल भरायच आहे, कुठे भरायच आहे?",D2
"तुम्ही माझ्या भावाला भेटले, मनाले त्याला काय भेटले?","तुम्ही माझ्या भावाला भेटले, मला त्याला काय मिळाले?",D2
माझ्या वाड्यामध्ये तळी बांधून देवाले शेतस. तो कुठे देवता?,"माझ्या वाड्यामध्ये तळी बांधून द्यायच आहे, तो कुठे आहे?",D2
"तुम्ही माझ्या नातवाला शाळेसाठी सांगायला भेटले, मनाले त्याला काय भेटले?","तुम्ही माझ्या नातवाला शाळेसाठी सांगायला भेटले, मला त्याला काय मिळाले?",D2
आज माझ्या घरामध्ये गॅस सिलेंडर लागन. मनाले तो कुठे लागेल?,आज माझ्या घरामध्ये गॅस सिलेंडर लागेल. मला तो कुठे लागेल?,D2
आज बाजारमा दूधाचे पाणी काय भावाने भेटत शेतस?,आज बाजारात दूधाचे पाणी काय भावाने मिळत आहे?,D2
कुठे बाजारात पैसे व्यवहार करणे सोपे आहे ते काय खास लागन?,कुठे बाजारात पैसे व्यवहार करणे सोपे आहे ते काय खात असेल?,D2
तुला शाळेत संध्याकाळी किती वेळी प्रवेश देवाले शेतस?,तुला शाळेत संध्याकाळी किती वेळी प्रवेश द्यायचा आहे?,D2
मला आज गावातून कुठे जाण्याची गरज आहे ते काय गनज गावता लागन?,मला आज गावातून कुठे जाण्याची गरज आहे ते काय पुष्कळ गावते लागेल?,D2
कुठे बाजारात दूधाचे पाण्याची शुद्धता चांगली आहे ते काय खास सांगतील?,कुठे बाजारात दूधाचे पाण्याची शुद्धता चांगली आहे ते काय खातील?,D2
तुला शाळेत तीन दिवसांपासून काय ची वर्गे सुटली आहेत ते काय शेतस?,तुला शाळेत तीन दिवसांपासून कायची वर्गे सुटल्या आहेत ते काय आहेत?,D2
"मला दहा रुपये भेटली आहेत, मला कुठे बाजारात खास वापरावे लागन?","मला दहा रुपये भेटले आहेत, मला कुठे बाजारात खात असेल वापरावे लागेल?",D2
आज बाजारात कोणती फसवणूक चालू आहे ते काय गनज लोक गावता लागन?,आज बाजारात कोणती फसवणूक चालू आहे ते काय पुष्कळ लोक गावते लागेल?,D2
कुठे बाजारात पैसे व्यवहार करण्यासाठी जास्त क्रेडिट कार्ड दिले जातात ते काय खास लागन?,कुठे बाजारात पैसे व्यवहार करण्यासाठी जास्त क्रेडिट कार्ड दिले जातात ते काय खात असेल?,D2
मला आज बाजारात तीन किलो तांदूळ खरेदी करायला पैसे आहेत ते खास कुठे लागन?,मला आज बाजारात तीन किलो तांदूळ खरेदी करायला पैसे आहेत ते खात असेल कुठे?,D2
आज शाळेमा काय विद्यार्थ्यांचे शिषण (शिष्य) शेतस?,आज शाळेत विद्यार्थ्यांचे शिषण काय आहे?,D2
माझ्या घरी पाण्याचा जाळा कठे लागतो?,माझ्या घरात पाण्याचा जाळा कुठे लागतो?,D2
आज बाजारमा कोणाला क्रेडिट कार्ड देण्याचा खास आहे?,आज बाजारात कोणाला क्रेडिट कार्ड देण्याचा खात आहे?,D2
गावातल्या भाजीपाल्या पेडांना पाणी द्यावे काय?,गावातल्या भाजीपाल्या पेडांना पाणी देणे काय आहे?,D2
माझ्या बाजारपेठेला गावातला दूधवाला येतो काय?,माझ्या बाजारपेठेत गावातला दूधवाला येतो काय?,D2
आज शाळेत स्ट्रीट प्ले (मैदान) लागन?,आज शाळेत स्ट्रीट प्ले लागेल?,D2
माझ्या घरी किती लोक गनज आहेत?,माझ्या घरात गनज लोक आहेत?,D2
माझ्या बाजारपेठेत गावातला रेशीम विक्रेता येतो काय?,माझ्या बाजारपेठेत गावातला रेशीम विक्रेता येतो काय?,D2
आज शाळेमा खेळाडूंचे प्रशिक्षण मिळेल काय?,आज शाळेत खेळाडूंचे प्रशिक्षण मिळेल काय?,D2
माझ्या गावात खेळण्यासाठी तुनाले (तुला) किती लोक आहेत?,माझ्या गावात खेळण्यासाठी तुनाले किती लोक आहेत?,D2
तुम्ही काय टाइममधले कार्यक्रम दाखवून ठेवले होते?,तुम्ही काय वेळेत कार्यक्रम दाखवून ठेवले आहेत?,D2
नवीन डिस्प्ले माझे घरी कुठे आणि कश्या भावाने भेटन?,नवीन डिस्प्ले माझ्या घरी कुठे आणि कसा भावाने मिळेल?,D2
खरेदाराला माझ्या बँक खातेमधले क्रेडीट लिमिट कुठे आणि कस्या भावाने भेटन?,खरेदाराला माझ्या बँक खात्यामधले क्रेडिट लिमिट कुठे आणि कसा भावाने मिळेल?,D2
तुम्ही माझ्या घरी गेल्यावर काय भेटन?,तुम्ही माझ्या घरी गेल्यावर काय मिळेल?,D2
कोणी आपल्याला व्हॉट्सएपवर काय भेटन?,कोणी आपल्याला व्हॉट्सएपवर काय मिळेल?,D2
"माझ्या व्हिडीओमध्ये काय गडबडी आहे, तुला चांगली आहे?","माझ्या व्हिडीओमध्ये काय गडबडी आहे, तुला चांगली आहे?",D2
"तुम्ही माझ्या मनाले मूव्ही चालवून ठेवले होते, कुठल्या टाइममधले?","तुम्ही माझ्या मनाले मूव्ही चालवून ठेवले आहेत, कुठल्या वेळेत?",D2
"आमच्या बायकूला काय काम करायला आहे, शेतस कुठल्या टाइममधले","आमच्या बायकूला काय काम करायला आहे, शेतस कुठल्या वेळेत?",D2
"माझ्या गावात काय लागन, कुठे आणि कश्या भावाने भेटन?","माझ्या गावात काय लागेल, कुठे आणि कसा भावाने मिळेल?",D2
"तुम्ही माझ्या मनाले गाणे गायले होते, कुठल्या टाइममधले","तुम्ही माझ्या मनाले गाणे गायले आहेत, कुठल्या वेळेत?",D2
आज बाजारमा क्रेडिट कार्ड बदलने काय भावाने भेटत शेतस?,आज बाजारात क्रेडिट कार्ड बदलण्यासाठी काय भावाने मिळत आहे?,D2
माझ्या दुकानीमध्ये उजेडाचा उजवा सेक्टर काय काळज्याक्रिया करत असतात शेतस?,माझ्या दुकानात उजेडाच्या उजव्या सेक्टरात काय कारवाई केली जात आहे?,D2
माझ्या भावाला काय करामाती कंपनीच्या प्राधान्याने गावता शेतस?,माझ्या भावाला काय करामाती कंपनीचे प्राधान्य मिळेल आहे?,D2
आज बाजारमध्ये मी खूप उडक लागले आहे तुनाले,आज बाजारात मला खूप उडक लागली आहे तुला,D2
बारावीची परीक्षा देण्यामागे नेमक्या काय प्रक्रिया केली जात असते शेतस?,बारावीच्या परीक्षेसाठी नेमक्या काय प्रक्रिया केली जात आहे?,D2
काय दिवाळीला भेट म्हणून गोटा गोटा करण्याचे खास शेतस?,दिवाळीच्या भेटीसाठी काय गोटा गोटा करण्याचे आहे?,D2
माझ्या मनाले ती निर्माण म्हणून जेवणाची मोठी भेट निघाली आहे शेतस,माझ्या मनाला ती निर्माण म्हणून जेवणाची मोठी भेट निघाली आहे,D2
काय व्हिडिओ कॉल करण्याच्या संबंधात काय काळज्याक्रिया करत असतात शेतस?,व्हिडिओ कॉल करण्याच्या संबंधात काय कारवाई केली जात आहे?,D2
काय गावमध्ये उजेडाचे स्ट्रीटलाइट काय प्रकारे कारवाई करत असतात शेतस?,गावात उजेडाच्या स्ट्रीटलाइटवर काय कारवाई केली जात आहे?,D2
कुठे काय भावाने प्लास्टिक कंटेनर मिळेल?,कुठे काय भावाने प्लास्टिक कंटेनर मिळत आहे?,D2
"आम्ही यार्डमा काय गाजर पेरन, गनज गाजर असतील?","आम्ही बागमध्ये काय गाजर पेरू, पुष्कळ गाजर असतील?",D2
काय म्हणजे क्रेडिट कार्डचा EMI शेतस?,काय म्हणजे क्रेडिट कार्डचा EMI असतो?,D2
आज बाजारमा तांदूळ काय भावाने भेटन?,आज बाजारात तांदूळ काय भावाने मिळत आहे?,D2
कुठे काय भावाने सोनेरी चाकू मिळेल?,कुठे काय भावाने सोनेरी चाकू मिळत आहे?,D2
आम्हाला तालुका मुल्यांकन किती रुपये असतील?,आमाला तालुका मुल्यांकन किती रुपये असतील?,D2
"शाळेत काय पुस्तके शेतस, तुनाले शाळेमध्ये शिकवत?","शाळेत काय पुस्तके असतात, तुला शाळेमध्ये शिकवत?",D2
"काय म्हणजे जीएसटी कर शेतस, मनाले मी ही भरतो?","काय म्हणजे जीएसटी कर असतो, मला ही भरत असेल?",D2
आज बाजारमा काय भावाने भाजीपाला भेटत शेतस?,आज बाजारात भाजीपाला काय भावाने मिळत आहे?,D2
कुठे काय भावाने सोनेरी अँकल मिळेल?,कुठे काय भावाने सोनेरी अँकल मिळत आहे?,D2
आज बाजारमा दूधाचे पाउच काय भावाने भेटत शेतस?,आज बाजारात दूधाचे पाउच काय भावाने मिळते?,D2
मनाले पूर्णिमेचे व्रत काय काळाने केले शेतस?,तुम्ही पूर्णिमेचे व्रत किती काळाने केले आहे?,D2
खास खातो काय श्रीखंडाचे भावाने भेटत शेतस?,आम्ही काय श्रीखंडाचे भावाने मिळते?,D2
आज रात्री दिवसाळीचे नाटक काय काळाने गावता शेतस?,आज रात्री दिवसाळीचे नाटक किती काळाने मिळते?,D2
पोराले वाढदिवसाला काय खास खात असेल शेतस?,मुलाला वाढदिवसाला काय खात असेल आहे?,D2
आज संध्याकाळी गंगापालू काय भावाने भेटत शेतस?,आज संध्याकाळी गंगापालू काय भावाने मिळते?,D2
शाळेमधले खेळाचे उपकरण काय भावाने भेटत शेतस?,शाळेमधले खेळाचे उपकरण काय भावाने मिळते?,D2
आज दुपारी बाजारमधले स्टॉल काय भावाने भेटत शेतस?,आज दुपारी बाजारात स्टॉल काय भावाने मिळते?,D2
मनाले कोणती क्रीडा स्पर्धा भावाने भेटत शेतस?,तुम्हाला कोणती क्रीडा स्पर्धा मिळते आहे?,D2
आज संध्याकाळी पारंपारिक भोजन काय भावाने भेटत शेतस?,आज संध्याकाळी पारंपारिक भोजन काय भावाने मिळते?,D2
माझ्या काकास ने क्रेडिट कार्डने काय खास केले आहे?,माझ्या काकास ने क्रेडिट कार्डने काय खात असेल आहे?,D2
तुम्ही कधी कोणत्या रेस्टॉरंटमध्ये खात असता?,तुम्ही कधी कोणत्या रेस्टॉरंटमध्ये खात असतात?,D2
आज शाळेमध्ये शिक्षक काय भेटले?,आज शाळेमध्ये शिक्षक कोण मिळाले आहे?,D2
तुम्ही कधी कुठे गावत असता?,तुम्ही कधी कुठे गावत असतात?,D2
आज घरी भावाचे काय होते?,आज घरी भावाचे काय काही होते?,D2
तुम्ही कधी पुस्तकाचा काय खास करता?,तुम्ही कधी पुस्तकाचा काय खात असता?,D2
आज शाळेमध्ये मनाले लागले काय?,आज शाळेमध्ये काय लागेल?,D2
तुम्ही कधी पायऱ्यांनी कुठे जाऊन गावत?,तुम्ही कधी पायऱ्यांनी कुठे जाऊन गावत असतात?,D2
आज कोणत्या बँकेत खात असता?,आज कोणत्या बँकेत खात असतात?,D2
आज रात्री पार्टीमध्ये काय गनज लोक भेटत शेतस?,आज रात्री पार्टीमध्ये काय लोक मिळत आहेत?,D2
मी कधी तुनाले खास बिल काढित करस?,मी कधी तुम्हाला बिल काढू शकतो?,D2
आज बाजारमध्ये काय भावाने भेटत शेतस?,आज बाजारात काय भावाने मिळत आहे?,D2
कोणत्या दिवशी शाळा खुलने गनज दिवस शेतस?,कोणत्या दिवशी शाळा खुलते आहे?,D2
माझ्या पोराला शाळेमध्ये कुठे बसते शेतस?,माझ्या मुलाला शाळेमध्ये कुठे बसतो आहे?,D2
आम्ही कुठे खाण्यास जायचे शेतस?,आम्ही कुठे खाण्यास जाऊ शकतो?,D2
आपण कधी भेटणार कुठे लागन शेतस?,आपण कधी भेटेल कुठे मिळत आहे?,D2
आज मनाले खास कुठे जाणार शेतस?,आज तुम्ही कुठे जाणार आहात?,D2
कोणत्या मित्राला मी भेटायला जाणार शेतस?,कोणत्या मित्राला मी भेटायला जाऊ शकतो?,D2
आम्ही कुठे खेळायला जाणार शेतस?,आम्ही कुठे खेळायला जाऊ शकतो?,D2
"आज रेल्वेमागे खूप लोक मिळेल, कठे रेल्वे स्टेशन आहे?","आज रेल्वेमागे खूप लोक मिळत आहेत, कुठे रेल्वे स्टेशन आहे?",D2
"मनाले शाळेमध्ये खूप खेळ खेळण्याचे वेळ आहे, शेतस?","मला शाळेमध्ये खूप खेळ खेळण्याचे वेळ आहे, असते?",D2
"माझ्या भावाने क्रेडिट कार्डमधून पैसे खाल्ले आहेत, गनज रुपये आहेत?","माझ्या भावाने क्रेडिट कार्डमधून पैसे खाल्ले आहेत, पुष्कळ रुपये आहेत?",D2
"आज बाजारामध्ये भाजीपाला काय भावाने भेटन, शेतस?","आज बाजारात भाजीपाला काय भावाने मिळेल, असते?",D2
"मनाले दुकानामध्ये खूप पैसे खर्च केले आहेत, कुठे आहे?","मला दुकानामध्ये खूप पैसे खर्च केले आहेत, कुठे आहे?",D2
"मनाले किती किलोमीटर गाडी प्रवास केला आहे, शेतस?","मला किती किलोमीटर गाडी प्रवास केला आहे, असते?",D2
"तुनाले शाळेमध्ये खूप भाषा शिकण्याची इच्छा आहे, कुठे आहे?","तुला शाळेमध्ये खूप भाषा शिकण्याची इच्छा आहे, कुठे आहे?",D2
"आज रेल्वेमागे खूप लोक मिळेल, मनाले कुठे बसणार आहे?","आज रेल्वेमागे खूप लोक मिळत आहेत, मला कुठे बसणार आहे?",D2
"मनाले शाळेमध्ये खूप गाणी गाऊन गुंतले गेले आहे, शेतस?","मला शाळेमध्ये खूप गाणी गाऊन गुंतले गेले आहे, असते?",D2
"माझ्या भावाने खूप पैसे खर्च केले आहेत, गनज रुपये आहेत?","माझ्या भावाने खूप पैसे खर्च केले आहेत, पुष्कळ रुपये आहेत?",D2
"माझ्या घरात गनज लोक स्वागत करतात, पण मलाला वेळ नसते. तुलाला बाकीच्या सगळ्या गोष्टींची शेतस?","माझ्या घरात अनेक लोक स्वागत करतात, पण मला वेळ नसते. तुला बाकीच्या सगळ्या गोष्टींची काय शेत आहे?",D2
आज बाजारमध्ये काय क्रेडिट कार्ड सोबत बँकेचे पैसे भेटत गनज?,आज बाजारात काय क्रेडिट कार्ड सोबत बँकेचे पैसे मिळत आहे?,D2
"तुलाले पोरासले आज शाळेमध्ये दाखल केले, कुठे खास असेल?","तुलांना मुलांना आज शाळेत दाखल करण्यात आले, कुठे खात आहे?",D2
"कधी खास माझ्या घरात येत असतो, आज गावात कुठे भेटन?","कधी खात माझ्या घरात येत असतो, आज गावात कुठे मिळेल?",D2
"माझ्या घरातील फ्रिजमध्ये पाणी लागन, कधी लागेल?","माझ्या फ्रिजमध्ये पाणी लागेल, कधी लागणार आहे?",D2
"पोरासले शाळेमध्ये प्रवेश देवाले शेतस, कधी अर्ज सुरू होतील?","मुलांना शाळेत प्रवेश द्यायचा आहे, कधी अर्ज सुरू होतील?",D2
"आज बाजारात काय भावाने माल तुनाले घेतला, मलाला खास असेल?","आज बाजारात काय भावाने माल तुला घेतला, मला खात आहे?",D2
"माझ्या घरात गनज लोक गावतात, पण मला वेळ नसते. तुलाले कुठे खास वाचावे लागते?","माझ्या घरात अनेक लोक गावतात, पण मला वेळ नसते. तुला कुठे खात वाचावे लागते?",D2
आज बाजारमध्ये काय भाजीपाला काय भावाने भेटत गनज?,आज बाजारात काय भाजीपाला काय भावाने मिळत आहे?,D2
"कधी तुलाले तुझ्या घरात येत असतो, मला कुठे भेटन?","कधी तुला तुझ्या घरात येत असतो, मला कुठे मिळेल?",D2
माझ्या मनाले खूप दिवसापासून होऊना बिल मागण्याची समस्या आहे.,माझ्याकडे खूप दिवसापासून होऊना बिल मागण्याची समस्या आहे.,D2
तुनाले कुठे ब्रंच आहे आणि ब्रंच मॅगझीनचा काय शेतस?,तुला कुठे ब्रंच आहे आणि ब्रंच मॅगझीनचा काय भाव आहे?,D2
"ते जाडे कोट सांभाळले खास, आज गरज नाही.","ते जाडे कोट सांभाळले आहेत, आज गरज नाही.",D2
"गनज मिठाईंनी स्वादिष्ट आहे, माझे मनाले खूप पसन्न झाले.","पुष्कळ मिठाईंनी स्वादिष्ट आहे, माझ्या मनाला खूप पसन्न झाले.",D2
करस बाबा पिकनिकसाठी जातात.,बाबा पिकनिकसाठी जातात.,D2
माझ्या मनाले येत्या दिवशी पोलिसांनी कार चाचण्या घेईल ते कुठे?,माझ्याकडे येत्या दिवशी पोलिसांनी कार चाचण्या घेईल ते कुठे?,D2
ते दोन्ही मुले खास रात्री प्रेमकथा ऐकतात.,ते दोन्ही मुले रात्री प्रेमकथा ऐकतात.,D2
आज बाजारमा तो भाजीपाला काय भावाने भेटत शेतस?,आज बाजारात तो भाजीपाला काय भावाने मिळत आहे?,D2
माझ्या मनाले पासून कुठे रुग्णालयाची सेवा भेटन?,माझ्या मला पासून कुठे रुग्णालयाची सेवा मिळते?,D2
कुठे पोरासले क्रेडिट कार्ड खास लागन?,कुठे मुलांना क्रेडिट कार्ड खात असेल लागेल?,D2
तुमच्या गावात गेल्या महिन्यात पावसाने करस?,तुमच्या गावात गेल्या महिन्यात पावसाने किती केले आहे?,D2
आज बाजारमा काय शेणे भेटत शेतस?,आज बाजारात काय शेणे मिळत आहे?,D2
मनाले शाळेमा अर्ज सुरू करताना कुठे प्रशासकाची भेटत शेतस?,मला शाळेत अर्ज सुरू करताना कुठे प्रशासकाची सेवा मिळत आहे?,D2
गावात गेल्या वर्षी गणपतीला कुठे भेटत शेतस?,गावात गेल्या वर्षी गणपतीला कुठे मिळत होता?,D2
कधी मनाले शाळेमध्ये जावे लागन?,कधी मला शाळेत जावे लागेल?,D2
पोरासले पासून कुठे स्वस्थ राहण्याची मार्गदर्शका भेटत शेतस?,मुलांना पासून कुठे स्वस्थ राहण्याची मार्गदर्शका मिळते?,D2
आज बाजारमा खूप गनज गाजराने भेटत शेतस?,आज बाजारात खूप गनज गाजराने मिळत आहे?,D2
मनाले गावात पाण्याची विक्री करस?,मला गावात पाण्याची विक्री केली आहे?,D2
तुम्ही सारे संडे पार्कमधे फिरायला जाणार काय?,तुम्ही सर्व संडे पार्कात फिरायला जाणार आहात का?,D2
"माझ्या मनाले खूप गनज गाड्या असतात, मला त्या कुठे दिसतात?","माझ्या दिवशी खूप गाड्या असतात, मला त्या कुठे दिसतात?",D2
"आज तुम्ही कुठे भेटन, काय भेटण?","आज तुम्ही कुठे भेटणार आहात, काय भेटणार आहे?",D2
"तुमच्या खास खाते ५००० रुपये आहे, तुम्ही ते कुठे करस?","तुमचे खाते ५००० रुपये आहे, तुम्ही ते कुठे करत आहात?",D2
"माझ्या घरी कोणी भेटन, त्याची विचार करणारा मी कुठे लागन?","माझ्या घरी कोणी भेटणार आहे, त्याची विचार करणारा मी कुठे लागेल?",D2
"तुम्ही कुठे गावत, काय गावत?","तुम्ही कुठे गावत आहात, काय गावत आहे?",D2
"तुम्ही कुठे कारची कारकुलीस काढत नाही, तुम्ही ती कुठे करस?","तुम्ही कुठे कारची कारकुलीस काढत नाही, तुम्ही ती कुठे करत आहात?",D2
माझ्या मनाले पाने भरलेले पाणी काय भावाने भेटत शेतस?,माझ्या दिवशी पाने भरलेले पाणी काय भावाने मिळत आहे?,D2
"तुम्ही कुठे क्रेडिट कार्ड खात असेल, तुम्ही त्याचे पैसे कुठे करस?","तुम्ही कुठे क्रेडिट कार्ड खात असत आहे, तुम्ही त्याचे पैसे कुठे करत आहात?",D2
आज माझ्या मनाले पासून किती गनज किलोमीटर भेटत शेतस?,आज माझ्या दिवशी पासून किती गनज किलोमीटर मिळत आहे?,D2
माझ्या वडिलांचे क्रेडिट कार्ड कुठे आहे?,माझ्या वडिलांचे क्रेडिट कार्ड कुठे आहे?,D2
शाळेमध्ये पुस्तकांचा गनज किती रुपयांचा आहे?,शाळेमध्ये पुस्तकांचा पुस्तके किती रुपयांची आहेत?,D2
